,Estimate,Std. Error,t value,Pr(>|t|),2.50%,97.50%,region
(Intercept),-66.01648903,1.210917915,-54.51772428,6.81E-61,-68.42984495,-63.6031331,Bath and North East Somerset
dayFriday,-13.52054474,1.455586126,-9.28872878,5.36E-14,-16.4215237,-10.61956577,Bath and North East Somerset
dayMonday,-14.37615439,1.45607873,-9.873198538,4.38E-15,-17.27811511,-11.47419366,Bath and North East Somerset
daySaturday,2.174092105,1.420568042,1.530438557,0.130230369,-0.65709592,5.00528013,Bath and North East Somerset
dayThursday,-14.22772368,1.421315746,-10.01024841,2.44E-15,-17.06040188,-11.39504549,Bath and North East Somerset
dayTuesday,-14.64416487,1.452605036,-10.0813122,1.80E-15,-17.53920254,-11.74912721,Bath and North East Somerset
dayWednesday,-14.90159031,1.452422174,-10.25982017,8.45E-16,-17.79626353,-12.00691709,Bath and North East Somerset
bank_holiday,-13.78762632,1.910677318,-7.216093576,4.13E-10,-17.59560072,-9.979651915,Bath and North East Somerset
days_since_lockdown,0.257425438,0.016297571,15.79532572,2.97E-25,0.224944427,0.28990645,Bath and North East Somerset
(Intercept),-48.34741889,1.341669418,-36.03526937,3.04E-48,-51.02136218,-45.67347559,Bedford
dayFriday,-21.96194495,1.612756212,-13.6176471,9.97E-22,-25.17616344,-18.74772645,Bedford
dayMonday,-23.44388688,1.613302006,-14.53161701,3.07E-23,-26.65919314,-20.22858061,Bedford
daySaturday,-4.367130469,1.573956975,-2.774618709,0.007013574,-7.504022195,-1.230238742,Bedford
dayThursday,-23.10139141,1.574785413,-14.66954876,1.83E-23,-26.23993421,-19.9628486,Bedford
dayTuesday,-23.45221085,1.609453233,-14.57153919,2.64E-23,-26.65984652,-20.24457519,Bedford
dayWednesday,-23.56992887,1.609250625,-14.6465246,2.00E-23,-26.77716074,-20.362697,Bedford
bank_holiday,-18.63389594,2.116986868,-8.802083858,4.38E-13,-22.85304468,-14.41474719,Bedford
days_since_lockdown,0.299536198,0.018057336,16.58806093,1.80E-26,0.263547978,0.335524418,Bedford
(Intercept),-46.73140953,1.330333759,-35.12758299,1.77E-47,-49.38276089,-44.08005817,Blackburn with Darwen
dayFriday,-21.34785914,1.599130162,-13.34966949,2.82E-21,-24.53492096,-18.16079732,Blackburn with Darwen
dayMonday,-21.35856344,1.599671345,-13.35184475,2.80E-21,-24.54670384,-18.17042305,Blackburn with Darwen
daySaturday,-6.496431899,1.560658736,-4.162621685,8.50E-05,-9.606820275,-3.386043523,Blackburn with Darwen
dayThursday,-21.15596236,1.561480175,-13.54865896,1.30E-21,-24.26798787,-18.04393686,Blackburn with Darwen
dayTuesday,-21.65373876,1.59585509,-13.56873747,1.20E-21,-24.83427337,-18.47320415,Blackburn with Darwen
dayWednesday,-21.17245837,1.595654194,-13.26882633,3.87E-21,-24.3525926,-17.99232415,Blackburn with Darwen
bank_holiday,-19.87002795,2.099100613,-9.465972154,2.50E-14,-24.05352944,-15.68652646,Blackburn with Darwen
days_since_lockdown,0.336901434,0.017904771,18.81629345,1.02E-29,0.301217276,0.372585593,Blackburn with Darwen
(Intercept),-55.19286431,0.971493291,-56.8123988,3.60E-62,-57.12904765,-53.25668097,Blackpool
dayFriday,-10.32492244,1.167785313,-8.841455987,3.69E-13,-12.65231522,-7.997529672,Blackpool
dayMonday,-11.53364356,1.168180518,-9.873168896,4.38E-15,-13.86182397,-9.205463143,Blackpool
daySaturday,-1.62487074,1.13969106,-1.425711577,0.158213825,-3.896271747,0.646530268,Blackpool
dayThursday,-11.29127889,1.140290927,-9.902103594,3.87E-15,-13.56387543,-9.018682345,Blackpool
dayTuesday,-11.11533641,1.165393649,-9.537838498,1.84E-14,-13.43796261,-8.792710219,Blackpool
dayWednesday,-11.49804143,1.165246942,-9.867471876,4.48E-15,-13.82037524,-9.175707624,Blackpool
bank_holiday,-16.54891421,1.532895147,-10.79585531,8.81E-17,-19.60396983,-13.49385859,Blackpool
days_since_lockdown,0.291795927,0.013075189,22.31676546,2.46E-34,0.265737113,0.317854741,Blackpool
(Intercept),-48.81348097,1.358247778,-35.93856861,3.67E-48,-51.52046489,-46.10649705,Borough of Halton
dayFriday,-18.32197377,1.632684261,-11.22199448,1.49E-17,-21.57590881,-15.06803873,Borough of Halton
dayMonday,-19.21210492,1.633236799,-11.76320845,1.60E-18,-22.46714117,-15.95706868,Borough of Halton
daySaturday,-3.619956282,1.5934056,-2.271836048,0.026043815,-6.795609063,-0.4443035,Borough of Halton
dayThursday,-19.35986885,1.594244275,-12.14360255,3.41E-19,-22.5371931,-16.18254459,Borough of Halton
dayTuesday,-19.60038897,1.629340469,-12.02964595,5.41E-19,-22.84765984,-16.3531181,Borough of Halton
dayWednesday,-19.80619026,1.629135357,-12.15748598,3.22E-19,-23.05305235,-16.55932818,Borough of Halton
bank_holiday,-21.00763277,2.143145451,-9.802243126,5.93E-15,-25.27891549,-16.73635004,Borough of Halton
days_since_lockdown,0.296710385,0.018280462,16.23101103,6.30E-26,0.260277476,0.333143294,Borough of Halton
(Intercept),-57.45863409,1.436279509,-40.00518961,2.13E-51,-60.32113502,-54.59613315,Bracknell Forest
dayFriday,-21.31626071,1.726482447,-12.34664201,1.50E-19,-24.75713527,-17.87538616,Bracknell Forest
dayMonday,-23.73495715,1.727066729,-13.74292999,6.15E-22,-27.17699618,-20.29291812,Bracknell Forest
daySaturday,1.056232147,1.684947216,0.626863641,0.532704244,-2.301862812,4.414327105,Bracknell Forest
dayThursday,-23.08130356,1.685834073,-13.69132581,7.50E-22,-26.44116602,-19.7214411,Bracknell Forest
dayTuesday,-23.79065178,1.722946553,-13.80811943,4.79E-22,-27.22447931,-20.35682425,Bracknell Forest
dayWednesday,-23.55142938,1.722729658,-13.67099549,8.11E-22,-26.98482464,-20.11803412,Bracknell Forest
bank_holiday,-15.42764997,2.266269782,-6.807508132,2.36E-09,-19.94431913,-10.91098081,Bracknell Forest
days_since_lockdown,0.306232147,0.01933068,15.84176781,2.52E-25,0.267706157,0.344758137,Bracknell Forest
(Intercept),-63.03847867,1.207000227,-52.22739588,1.45E-59,-65.44402665,-60.63293069,Brighton and Hove
dayFriday,-16.30596979,1.450876861,-11.23870001,1.39E-17,-19.1975632,-13.41437637,Brighton and Hove
dayMonday,-17.65112085,1.451367871,-12.16171393,3.17E-19,-20.54369285,-14.75854886,Brighton and Hove
daySaturday,-1.246060755,1.415972072,-0.880003766,0.381745125,-4.068089024,1.575967514,Brighton and Hove
dayThursday,-17.40484893,1.416717356,-12.28533614,1.92E-19,-20.22836255,-14.58133531,Brighton and Hove
dayTuesday,-18.11909113,1.447905416,-12.5140019,7.67E-20,-21.00476247,-15.2334198,Brighton and Hove
dayWednesday,-18.28212129,1.447723145,-12.62818886,4.86E-20,-21.16742935,-15.39681322,Brighton and Hove
bank_holiday,-12.11691034,1.904495694,-6.362267124,1.55E-08,-15.91256479,-8.321255897,Brighton and Hove
days_since_lockdown,0.253939245,0.016244843,15.6319912,5.35E-25,0.221563319,0.286315171,Brighton and Hove
(Intercept),-55.0794248,1.287923237,-42.76607736,1.98E-53,-57.64625211,-52.51259749,Bristol City
dayFriday,-23.83268703,1.548150516,-15.39429583,1.27E-24,-26.91814656,-20.7472275,Bristol City
dayMonday,-25.37758521,1.548674446,-16.38664942,3.64E-26,-28.46408893,-22.29108149,Bristol City
daySaturday,-3.401700607,1.510905544,-2.25143168,0.027368091,-6.412931014,-0.3904702,Bristol City
dayThursday,-24.95510182,1.511700796,-16.50796367,2.38E-26,-27.96791716,-21.94228648,Bristol City
dayTuesday,-25.3373994,1.544979852,-16.39982513,3.47E-26,-28.4165398,-22.25825899,Bristol City
dayWednesday,-25.23872909,1.54478536,-16.33801675,4.32E-26,-28.31748187,-22.15997631,Bristol City
bank_holiday,-12.8242851,2.032182103,-6.310598385,1.92E-08,-16.87441819,-8.774152009,Bristol City
days_since_lockdown,0.26496606,0.017333974,15.28593813,1.88E-24,0.230419498,0.299512621,Bristol City
(Intercept),-56.53192094,1.595164972,-35.43954509,9.63E-48,-59.71108014,-53.35276173,Buckinghamshire
dayFriday,-21.27574331,1.917471012,-11.0957314,2.52E-17,-25.09725753,-17.4542291,Buckinghamshire
dayMonday,-23.02202675,1.918119929,-12.00239172,6.04E-19,-26.84483426,-19.19921925,Buckinghamshire
daySaturday,-1.584572186,1.871341032,-0.846757571,0.399897673,-5.314149484,2.145005111,Buckinghamshire
dayThursday,-22.92038323,1.872325995,-12.24166266,2.29E-19,-26.65192355,-19.1888429,Buckinghamshire
dayTuesday,-23.47913101,1.913543967,-12.26997206,2.05E-19,-27.29281863,-19.66544338,Buckinghamshire
dayWednesday,-23.44758912,1.913303079,-12.2550313,2.17E-19,-27.26079666,-19.63438159,Buckinghamshire
bank_holiday,-16.86040636,2.516971209,-6.698688608,3.75E-09,-21.87672275,-11.84408998,Buckinghamshire
days_since_lockdown,0.33209448,0.021469097,15.46848863,9.67E-25,0.289306632,0.374882329,Buckinghamshire
(Intercept),-53.90701948,1.306008376,-41.27616673,2.39E-52,-56.50989042,-51.30414854,Cambridgeshire
dayFriday,-21.21961739,1.56988979,-13.5166287,1.47E-21,-24.34840323,-18.09083155,Cambridgeshire
dayMonday,-22.70486378,1.570421078,-14.45781905,4.05E-23,-25.83470847,-19.57501908,Cambridgeshire
daySaturday,-1.727140093,1.532121821,-1.1272864,0.26331316,-4.780654479,1.326374294,Cambridgeshire
dayThursday,-22.68142028,1.53292824,-14.79613963,1.14E-23,-25.73654186,-19.6262987,Cambridgeshire
dayTuesday,-22.82555862,1.566674603,-14.5694317,2.66E-23,-25.94793661,-19.70318064,Cambridgeshire
dayWednesday,-23.09841853,1.566477381,-14.74545296,1.38E-23,-26.22040345,-19.97643361,Cambridgeshire
bank_holiday,-16.40797678,2.060718195,-7.962261322,1.66E-11,-20.51498222,-12.30097134,Cambridgeshire
days_since_lockdown,0.272859907,0.01757738,15.52335517,7.93E-25,0.23782824,0.307891574,Cambridgeshire
(Intercept),-52.07653244,1.603751419,-32.47169844,3.92E-45,-55.27280441,-48.88026047,Central Bedfordshire
dayFriday,-23.42861238,1.927792367,-12.15307872,3.28E-19,-27.27069703,-19.58652774,Central Bedfordshire
dayMonday,-24.45221714,1.928444777,-12.6797601,3.96E-20,-28.29560203,-20.60883224,Central Bedfordshire
daySaturday,-4.742131748,1.881414078,-2.520514651,0.013903758,-8.491784598,-0.992478899,Central Bedfordshire
dayThursday,-24.55972858,1.882404344,-13.04699953,9.24E-21,-28.31135503,-20.80810213,Central Bedfordshire
dayTuesday,-25.02607641,1.923844183,-13.00836971,1.08E-20,-28.86029234,-21.19186048,Central Bedfordshire
dayWednesday,-25.18545981,1.923601998,-13.09286424,7.72E-21,-29.01919307,-21.35172656,Central Bedfordshire
bank_holiday,-19.33390669,2.53051955,-7.640291372,6.66E-11,-24.37722488,-14.2905885,Central Bedfordshire
days_since_lockdown,0.341201585,0.021584661,15.80759555,2.84E-25,0.298183418,0.384219751,Central Bedfordshire
(Intercept),-52.43760174,1.279085397,-40.9961695,3.84E-52,-54.98681526,-49.88838822,Cheshire East
dayFriday,-20.94989813,1.537526973,-13.62571096,9.67E-22,-24.01418497,-17.88561129,Cheshire East
dayMonday,-21.70040749,1.538047308,-14.10906373,1.51E-22,-24.76573136,-18.63508363,Cheshire East
daySaturday,-4.694274657,1.50053758,-3.128395263,0.00252541,-7.684841741,-1.703707572,Cheshire East
dayThursday,-22.08282397,1.501327375,-14.70886653,1.58E-23,-25.07496511,-19.09068283,Cheshire East
dayTuesday,-22.15504835,1.534378067,-14.43910652,4.34E-23,-25.21305943,-19.09703727,Cheshire East
dayWednesday,-22.09713733,1.53418491,-14.40317734,4.97E-23,-25.15476344,-19.03951121,Cheshire East
bank_holiday,-17.63190712,2.018237095,-8.736291273,5.82E-13,-21.65424785,-13.60956639,Cheshire East
days_since_lockdown,0.305725343,0.017215027,17.75921357,3.28E-28,0.271415844,0.340034843,Cheshire East
(Intercept),-55.93059864,1.216855812,-45.96320953,1.24E-55,-58.35578878,-53.50540851,Cheshire West and Chester
dayFriday,-16.92279054,1.462723785,-11.56936854,3.55E-18,-19.83799484,-14.00758624,Cheshire West and Chester
dayMonday,-17.18383783,1.463218805,-11.74386071,1.73E-18,-20.10002871,-14.26764696,Cheshire West and Chester
daySaturday,-3.051873125,1.427533986,-2.137863725,0.03587609,-5.896944256,-0.206801994,Cheshire West and Chester
dayThursday,-17.73895271,1.428285356,-12.41975396,1.12E-19,-20.58552132,-14.8923841,Cheshire West and Chester
dayTuesday,-18.2369006,1.459728078,-12.49335467,8.34E-20,-21.14613446,-15.32766673,Cheshire West and Chester
dayWednesday,-18.42745171,1.459544318,-12.62548282,4.92E-20,-21.33631935,-15.51858408,Cheshire West and Chester
bank_holiday,-18.08573425,1.920046577,-9.419424751,3.06E-14,-21.91238156,-14.25908694,Cheshire West and Chester
days_since_lockdown,0.281460208,0.016377488,17.18579842,2.28E-27,0.248819922,0.314100495,Cheshire West and Chester
(Intercept),-56.57302833,0.944276573,-59.91150257,8.07E-64,-58.45496883,-54.69108783,Cornwall
dayFriday,-14.25607268,1.135069406,-12.55964843,6.39E-20,-16.51826275,-11.99388262,Cornwall
dayMonday,-14.1840426,1.13545354,-12.49196212,8.38E-20,-16.44699824,-11.92108696,Cornwall
daySaturday,-2.162898916,1.107762224,-1.952493838,0.054714384,-4.370665844,0.044868012,Cornwall
dayThursday,-14.65536341,1.108345285,-13.2227417,4.64E-21,-16.86429238,-12.44643445,Cornwall
dayTuesday,-15.18374231,1.132744745,-13.40438115,2.28E-21,-17.44129934,-12.92618529,Cornwall
dayWednesday,-15.24811612,1.132602149,-13.46290588,1.82E-21,-17.50538895,-12.9908433,Cornwall
bank_holiday,-16.91835089,1.489950563,-11.35497466,8.59E-18,-19.88781808,-13.9488837,Cornwall
days_since_lockdown,0.337101084,0.012708883,26.52483943,3.23E-39,0.311772317,0.362429852,Cornwall
(Intercept),-54.0915241,1.13043846,-47.85003873,7.21E-57,-56.3444847,-51.83856349,County Durham
dayFriday,-15.79656833,1.358845647,-11.62499093,2.82E-18,-18.5047438,-13.08839286,County Durham
dayMonday,-16.43872669,1.359305512,-12.09347461,4.18E-19,-19.14781867,-13.72963472,County Durham
daySaturday,-2.285947211,1.326154919,-1.723740701,0.088987645,-4.928970153,0.357075732,County Durham
dayThursday,-16.19117496,1.326852929,-12.20269,2.68E-19,-18.83558904,-13.54676089,County Durham
dayTuesday,-16.89482991,1.356062686,-12.45873814,9.58E-20,-19.59745894,-14.19220087,County Durham
dayWednesday,-16.4649433,1.355891976,-12.14325594,3.41E-19,-19.16723211,-13.76265449,County Durham
bank_holiday,-19.65195657,1.783690783,-11.01758038,3.49E-17,-23.20684717,-16.09706596,County Durham
days_since_lockdown,0.297386123,0.015214409,19.54634695,9.94E-31,0.267063849,0.327708397,County Durham
(Intercept),-59.08402699,1.091254647,-54.14320769,1.11E-60,-61.25889436,-56.90915961,Cumbria
dayFriday,-14.14768073,1.311744672,-10.78539218,9.21E-17,-16.7619841,-11.53337737,Cumbria
dayMonday,-14.20094373,1.312188597,-10.82233435,7.89E-17,-16.81613183,-11.58575563,Cumbria
daySaturday,-3.343356779,1.280187086,-2.611615768,0.010932314,-5.894765962,-0.791947596,Cumbria
dayThursday,-14.78007034,1.280860901,-11.53916895,4.02E-18,-17.33282243,-12.22731824,Cumbria
dayTuesday,-14.8483685,1.309058175,-11.34278735,9.03E-18,-17.45731768,-12.23941932,Cumbria
dayWednesday,-15.17167839,1.308893383,-11.59122553,3.24E-18,-17.78029914,-12.56305764,Cumbria
bank_holiday,-15.73419695,1.721863617,-9.137888036,1.03E-13,-19.16586619,-12.30252771,Cumbria
days_since_lockdown,0.323309887,0.01468704,22.01327756,5.88E-34,0.294038659,0.352581116,Cumbria
(Intercept),-51.32144649,1.165200459,-44.04516501,2.50E-54,-53.64368765,-48.99920532,Darlington
dayFriday,-17.04444897,1.400631373,-12.16911837,3.07E-19,-19.83590327,-14.25299467,Darlington
dayMonday,-17.53053747,1.401105379,-12.5119336,7.74E-20,-20.32293646,-14.73813847,Darlington
daySaturday,-4.699081611,1.366935375,-3.437676496,0.00097241,-7.423379885,-1.974783336,Darlington
dayThursday,-17.5139115,1.36765485,-12.80579782,2.40E-20,-20.23964368,-14.78817931,Darlington
dayTuesday,-17.35165272,1.397762833,-12.41387474,1.15E-19,-20.13739003,-14.56591541,Darlington
dayWednesday,-18.01620747,1.397586874,-12.89093924,1.71E-20,-20.80159409,-15.23082085,Darlington
bank_holiday,-18.62228553,1.838540878,-10.12883953,1.47E-15,-22.28649222,-14.95807884,Darlington
days_since_lockdown,0.300918389,0.015682266,19.18845071,3.08E-30,0.269663678,0.3321731,Darlington
(Intercept),-53.71308782,1.137647662,-47.21416797,1.86E-56,-55.98041634,-51.44575929,Derby
dayFriday,-18.91007182,1.367511482,-13.82808998,4.43E-22,-21.63551828,-16.18462537,Derby
dayMonday,-19.98471271,1.36797428,-14.60898279,2.30E-23,-22.71108152,-17.2583439,Derby
daySaturday,-3.586230816,1.334612274,-2.687095635,0.00892041,-6.246109242,-0.92635239,Derby
dayThursday,-19.67535911,1.335314735,-14.73462293,1.44E-23,-22.33663754,-17.01408068,Derby
dayTuesday,-20.14070986,1.364710773,-14.75822589,1.32E-23,-22.86057451,-17.42084521,Derby
dayWednesday,-20.10750935,1.364538975,-14.73575304,1.43E-23,-22.8270316,-17.38798709,Derby
bank_holiday,-17.07433885,1.795066004,-9.511816731,2.06E-14,-20.65190024,-13.49677746,Derby
days_since_lockdown,0.330435851,0.015311437,21.58098243,2.07E-33,0.299920201,0.360951501,Derby
(Intercept),-54.13628917,1.342482988,-40.32549361,1.22E-51,-56.81185391,-51.46072444,Derbyshire
dayFriday,-16.15525847,1.613734166,-10.0111027,2.43E-15,-19.37142602,-12.93909092,Derbyshire
dayMonday,-16.79563279,1.614280291,-10.40440925,4.58E-16,-20.01288877,-13.57837681,Derbyshire
daySaturday,-3.925430783,1.574911401,-2.492477215,0.014954842,-7.064224679,-0.786636887,Derbyshire
dayThursday,-17.27629235,1.575740342,-10.96392083,4.36E-17,-20.41673832,-14.13584638,Derbyshire
dayTuesday,-17.48284314,1.610429184,-10.85601485,6.85E-17,-20.69242388,-14.27326241,Derbyshire
dayWednesday,-17.89832145,1.610226453,-11.11540642,2.32E-17,-21.10749815,-14.68914476,Derbyshire
bank_holiday,-20.67361858,2.11827058,-9.759668462,7.11E-15,-24.89532576,-16.4519114,Derbyshire
days_since_lockdown,0.324569217,0.018068286,17.96347551,1.66E-28,0.288559175,0.36057926,Derbyshire
(Intercept),-55.12147157,1.038380812,-53.08406217,4.55E-60,-57.19096155,-53.0519816,Devon
dayFriday,-15.64001085,1.248187581,-12.53017663,7.19E-20,-18.12764511,-13.15237659,Devon
dayMonday,-15.93995659,1.248609996,-12.76616128,2.81E-20,-18.42843272,-13.45148046,Devon
daySaturday,-4.011129199,1.218159033,-3.292779588,0.001531114,-6.438916651,-1.583341747,Devon
dayThursday,-16.11672093,1.218800201,-13.22343147,4.62E-21,-18.54578623,-13.68765563,Devon
dayTuesday,-16.49396653,1.245631251,-13.24145209,4.31E-21,-18.97650603,-14.01142702,Devon
dayWednesday,-16.99798884,1.245474443,-13.6478022,8.87E-22,-19.48021583,-14.51576186,Devon
bank_holiday,-18.79348527,1.638435305,-11.47038593,5.33E-18,-22.05888213,-15.52808842,Devon
days_since_lockdown,0.322204134,0.013975419,23.05506143,3.06E-35,0.294351165,0.350057103,Devon
(Intercept),-56.36143533,1.269380231,-44.40075082,1.42E-54,-58.89130648,-53.83156418,Dorset
dayFriday,-16.11043708,1.525860861,-10.55826091,2.39E-16,-19.15147339,-13.06940077,Dorset
dayMonday,-16.55825168,1.526377247,-10.84807292,7.08E-17,-19.60031715,-13.51618621,Dorset
daySaturday,-3.767395133,1.489152127,-2.529892725,0.013567334,-6.735271042,-0.799519223,Dorset
dayThursday,-16.38551873,1.489935929,-10.99746533,3.79E-17,-19.35495676,-13.41608071,Dorset
dayTuesday,-16.91245634,1.522735846,-11.10662521,2.41E-17,-19.9472645,-13.87764817,Dorset
dayWednesday,-17.13748545,1.522544155,-11.25582164,1.30E-17,-20.17191157,-14.10305932,Dorset
bank_holiday,-18.54611911,2.002923554,-9.259524197,6.08E-14,-22.53794,-14.55429823,Dorset
days_since_lockdown,0.315938201,0.017084407,18.49278155,2.90E-29,0.281889027,0.349987374,Dorset
(Intercept),-52.75403907,1.243523391,-42.42303721,3.49E-53,-55.23237761,-50.27570053,East Riding of Yorkshire
dayFriday,-16.21309421,1.494779598,-10.84647813,7.13E-17,-19.19218566,-13.23400277,East Riding of Yorkshire
dayMonday,-16.27262314,1.495285466,-10.88261975,6.13E-17,-19.25272278,-13.29252351,East Riding of Yorkshire
daySaturday,-3.757934802,1.458818609,-2.576012384,0.012017312,-6.665356096,-0.850513507,East Riding of Yorkshire
dayThursday,-16.7738044,1.459586445,-11.49216236,4.88E-18,-19.68275599,-13.86485281,East Riding of Yorkshire
dayTuesday,-16.80735675,1.491718239,-11.26711219,1.24E-17,-19.78034691,-13.83436658,East Riding of Yorkshire
dayWednesday,-17.40548255,1.491530452,-11.66954555,2.35E-18,-20.37809846,-14.43286665,East Riding of Yorkshire
bank_holiday,-20.31665233,1.962124688,-10.35441451,5.66E-16,-24.2271612,-16.40614347,East Riding of Yorkshire
days_since_lockdown,0.325398532,0.016736403,19.44256053,1.38E-30,0.292042928,0.358754135,East Riding of Yorkshire
(Intercept),-56.05024777,1.230766335,-45.54093345,2.38E-55,-58.50316154,-53.597334,East Sussex
dayFriday,-15.36483578,1.479444956,-10.38554068,4.96E-16,-18.31336532,-12.41630623,East Sussex
dayMonday,-16.08232357,1.479945634,-10.86683402,6.55E-17,-19.03185096,-13.13279617,East Sussex
daySaturday,-1.844170736,1.443852883,-1.277256678,0.205559118,-4.721765383,1.03342391,East Sussex
dayThursday,-16.53251221,1.444612842,-11.44425117,5.94E-18,-19.41162145,-13.65340297,East Sussex
dayTuesday,-16.66777126,1.476415003,-11.28935376,1.13E-17,-19.61026211,-13.7252804,East Sussex
dayWednesday,-16.99026719,1.476229143,-11.50923437,4.54E-18,-19.93238762,-14.04814675,East Sussex
bank_holiday,-18.44103419,1.941995647,-9.495919426,2.20E-14,-22.31142593,-14.57064244,East Sussex
days_since_lockdown,0.32249593,0.016564708,19.46885718,1.27E-30,0.289482515,0.355509345,East Sussex
(Intercept),-54.87337848,1.356446864,-40.4537619,9.76E-52,-57.57677319,-52.16998378,Essex
dayFriday,-19.18867806,1.630519469,-11.76844462,1.57E-18,-22.43829868,-15.93905745,Essex
dayMonday,-20.45362109,1.631071274,-12.53999222,6.92E-20,-23.70434145,-17.20290072,Essex
daySaturday,-2.328352326,1.591292888,-1.463182764,0.147709926,-5.499794478,0.843089826,Essex
dayThursday,-20.81839031,1.592130451,-13.07580688,8.25E-21,-23.99150172,-17.6452789,Essex
dayTuesday,-21.2046497,1.62718011,-13.03153202,9.82E-21,-24.44761498,-17.96168442,Essex
dayWednesday,-21.17932768,1.626975271,-13.01760885,1.04E-20,-24.42188472,-17.93677064,Essex
bank_holiday,-18.80815954,2.140303833,-8.787611946,4.66E-13,-23.07377892,-14.54254015,Essex
days_since_lockdown,0.338314341,0.018256224,18.53145209,2.56E-29,0.301929739,0.374698943,Essex
(Intercept),-53.88055308,1.289461208,-41.78532302,1.01E-52,-56.45044556,-51.3106606,Gloucestershire
dayFriday,-18.09700807,1.549999236,-11.67549483,2.29E-18,-21.18615209,-15.00786405,Gloucestershire
dayMonday,-19.1536344,1.550523792,-12.35300903,1.46E-19,-22.24382386,-16.06344493,Gloucestershire
daySaturday,-3.092235669,1.512709788,-2.044169802,0.04454443,-6.107061929,-0.077409409,Gloucestershire
dayThursday,-19.19337367,1.51350599,-12.68139922,3.93E-20,-22.20978676,-16.17696059,Gloucestershire
dayTuesday,-19.64214138,1.546824785,-12.6983622,3.68E-20,-22.72495873,-16.55932403,Gloucestershire
dayWednesday,-19.96657238,1.546630062,-12.90972733,1.59E-20,-23.04900165,-16.88414311,Gloucestershire
bank_holiday,-20.02477962,2.034608829,-9.842078406,5.00E-15,-24.07974917,-15.96981007,Gloucestershire
days_since_lockdown,0.324430998,0.017354674,18.69415721,1.51E-29,0.289843183,0.359018813,Gloucestershire
(Intercept),-61.146973,1.197608882,-51.05754801,7.24E-59,-63.53380406,-58.76014194,Greater London
dayFriday,-20.17909999,1.439587978,-14.0172746,2.15E-22,-23.04819469,-17.31000529,Greater London
dayMonday,-21.65860005,1.440075168,-15.03990939,4.64E-24,-24.52866572,-18.78853437,Greater London
daySaturday,-1.617944426,1.404954773,-1.151598939,0.253243668,-4.418015251,1.182126399,Greater London
dayThursday,-21.60383328,1.405694259,-15.36879954,1.39E-24,-24.40537789,-18.80228866,Greater London
dayTuesday,-22.07464391,1.436639653,-15.36547029,1.41E-24,-24.93786261,-19.21142521,Greater London
dayWednesday,-22.00972979,1.4364588,-15.32221445,1.65E-24,-24.87258805,-19.14687153,Greater London
bank_holiday,-11.84073318,1.889677325,-6.266007969,2.31E-08,-15.60685465,-8.074611699,Greater London
days_since_lockdown,0.298722241,0.016118446,18.53294256,2.55E-29,0.266598224,0.330846258,Greater London
(Intercept),-53.25500404,1.242112946,-42.8745262,1.66E-53,-55.73053158,-50.77947651,Greater Manchester
dayFriday,-19.50494773,1.49308417,-13.06352858,8.66E-21,-22.48066019,-16.52923527,Greater Manchester
dayMonday,-20.39687574,1.493589464,-13.65627987,8.59E-22,-23.37359525,-17.42015623,Greater Manchester
daySaturday,-3.202690666,1.457163969,-2.197893122,0.031128525,-6.106814268,-0.298567063,Greater Manchester
dayThursday,-20.27473866,1.457930935,-13.90651517,3.28E-22,-23.18039083,-17.3690865,Greater Manchester
dayTuesday,-20.81918751,1.490026284,-13.9723626,2.55E-22,-23.78880561,-17.84956941,Greater Manchester
dayWednesday,-20.75286048,1.48983871,-13.92960214,3.00E-22,-23.72210475,-17.78361622,Greater Manchester
bank_holiday,-16.90260159,1.959899182,-8.624219933,9.45E-13,-20.80867503,-12.99652815,Greater Manchester
days_since_lockdown,0.297309334,0.01671742,17.78440279,3.01E-28,0.263991564,0.330627105,Greater Manchester
(Intercept),-52.83084027,1.443123891,-36.60866581,1.02E-48,-55.70698204,-49.9546985,Hampshire
dayFriday,-21.73106014,1.73470975,-12.5272024,7.28E-20,-25.18833169,-18.27378859,Hampshire
dayMonday,-23.1174261,1.735296816,-13.32188585,3.15E-21,-26.57586767,-19.65898454,Hampshire
daySaturday,-2.843433568,1.692976588,-1.679546892,0.097320871,-6.217531043,0.530663907,Hampshire
dayThursday,-23.11363404,1.693867672,-13.64547799,8.95E-22,-26.48950744,-19.73776064,Hampshire
dayTuesday,-23.55302914,1.731157006,-13.60536858,1.05E-21,-27.00322008,-20.1028382,Hampshire
dayWednesday,-23.51262587,1.730939077,-13.58373971,1.14E-21,-26.96238248,-20.06286927,Hampshire
bank_holiday,-18.23484197,2.277069363,-8.008030966,1.36E-11,-22.77303467,-13.69664927,Hampshire
days_since_lockdown,0.323233099,0.019422798,16.64194332,1.49E-26,0.284523519,0.361942679,Hampshire
(Intercept),-48.66177525,1.361013284,-35.75407809,5.23E-48,-51.37427081,-45.94927968,Hartlepool
dayFriday,-17.5737655,1.636008542,-10.74185436,1.11E-16,-20.83432582,-14.31320518,Hartlepool
dayMonday,-18.12160467,1.636562205,-11.07297029,2.77E-17,-21.38326844,-14.8599409,Hartlepool
daySaturday,-5.150720275,1.596649907,-3.225954703,0.001880103,-8.33283895,-1.9686016,Hartlepool
dayThursday,-19.53549416,1.597490289,-12.22886567,2.41E-19,-22.71928771,-16.3517006,Hartlepool
