"","date","region","retail_recreation","grocery_pharmacy","parks","transit_stations","workplaces","residential","retail_recreation_av","grocery_pharmacy_av","parks_av","transit_stations_av","workplaces_av","residential_av"
"new.5842",2022-01-23,"WEST MIDLANDS",-16,-5.57142857142857,10,-27.2857142857143,-3.57142857142857,3,-13.6530612244898,-0.183673469387752,11.2244897959184,-29.3469387755102,-18.1836734693878,6.73469387755102
"new.5843",2022-01-24,"WEST MIDLANDS",-14.1428571428571,-0.285714285714286,11.4285714285714,-30.1428571428571,-23.5714285714286,7.71428571428571,-13.2040816326531,0.0408163265306157,11.7551020408163,-29.1428571428571,-18.1020408163265,6.63265306122449
"new.5925",2022-01-25,"WEST MIDLANDS",-12.7142857142857,2.42857142857143,10.7142857142857,-31.1428571428571,-22.4285714285714,8,-12.530612244898,0.244897959183677,12.5510204081633,-28.7551020408163,-18,6.48979591836735
"new.5926",2022-01-26,"WEST MIDLANDS",-11.5714285714286,1,14.1428571428571,-30.4285714285714,-23.7142857142857,7.85714285714286,-12.0204081632653,0.469387755102044,12.3877551020408,-28.3877551020408,-17.9183673469388,6.34693877551021
"new.5927",2022-01-27,"WEST MIDLANDS",-9.71428571428571,4.14285714285714,20.4285714285714,-31,-23.4285714285714,7.71428571428571,-10.8367346938776,0.775510204081636,14.5510204081633,-27.530612244898,-17.7142857142857,6.20408163265306
"new.5888",2022-01-28,"WEST MIDLANDS",-9.57142857142857,2.71428571428571,13.2857142857143,-25,-22.2857142857143,7.14285714285714,-10.4081632653061,1.06122448979592,13.6734693877551,-27.2857142857143,-17.6530612244898,6.12244897959184
"new.5889",2022-01-29,"WEST MIDLANDS",-10.4285714285714,-1.14285714285714,6.71428571428571,-23.7142857142857,-6.42857142857143,3,-9.95918367346939,1.42857142857143,15.3265306122449,-26.8775510204082,-17.4489795918367,5.97959183673469
"new.5890",2022-01-30,"WEST MIDLANDS",-7.71428571428571,-3.42857142857143,25.1428571428571,-21.2857142857143,-2.14285714285714,2,-9.63265306122449,1.67346938775511,15.530612244898,-26.5510204081633,-17.1836734693878,5.87755102040816
"new.5809",2022-01-31,"WEST MIDLANDS",-11.1428571428571,1.71428571428571,5.28571428571429,-28.4285714285714,-23.1428571428571,7.14285714285714,-9.34693877551021,1.77551020408164,15.734693877551,-26.1428571428571,-16.9795918367347,5.75510204081633
"new.5810",2022-02-01,"WEST MIDLANDS",-9.57142857142857,5,22.2857142857143,-28.2857142857143,-21,7,-9.3265306122449,1.87755102040817,15.6734693877551,-25.8979591836735,-16.8571428571429,5.71428571428572
"new.5756",2022-02-02,"WEST MIDLANDS",-9.28571428571429,2.71428571428571,15.5714285714286,-28.1428571428571,-21.8571428571429,7.14285714285714,-9.6530612244898,1.67346938775511,13.9795918367347,-25.9183673469388,-16.9795918367347,5.73469387755102
"new.5744",2022-02-03,"WEST MIDLANDS",-7.71428571428571,4.85714285714286,21.8571428571429,-28.1428571428571,-22,6.85714285714286,-10.3469387755102,1.61224489795919,9.22448979591836,-26.2040816326531,-17.1428571428571,5.83673469387755
"new.5745",2022-02-04,"WEST MIDLANDS",-9.42857142857143,3.42857142857143,12.8571428571429,-23.2857142857143,-21.4285714285714,6.85714285714286,-10.2244897959184,1.73469387755102,11.0408163265306,-25.8775510204082,-16.8775510204082,5.71428571428572
"new.5733",2022-02-05,"WEST MIDLANDS",-12.7142857142857,-2.57142857142857,-5.14285714285714,-23.8571428571429,-7.28571428571429,3.14285714285714,-10,1.67346938775511,10.5714285714286,-25.7755102040816,-16.7755102040816,5.61224489795918
"new.5734",2022-02-06,"WEST MIDLANDS",-12.5714285714286,-3.85714285714286,-8.14285714285714,-23.2857142857143,-3.28571428571429,2.71428571428571,-10.0612244897959,1.75510204081633,10.265306122449,-25.5714285714286,-16.7755102040816,5.51020408163265
"new.6219",2022-02-07,"WEST MIDLANDS",-10.2857142857143,2.57142857142857,18,-26.1428571428571,-21.2857142857143,6.28571428571429,-9.97959183673469,1.9795918367347,10.3061224489796,-25.2040816326531,-16.7551020408163,5.42857142857143
"new.6220",2022-02-08,"WEST MIDLANDS",-8,4.57142857142857,19,-27.5714285714286,-20.2857142857143,6.28571428571429,-9.55102040816327,2.34693877551021,11.6938775510204,-24.6122448979592,-16.7142857142857,5.3265306122449
"new.6221",2022-02-09,"WEST MIDLANDS",-9.71428571428572,3.28571428571429,13.4285714285714,-26.7142857142857,-21.8571428571429,6.42857142857143,-9.30612244897959,2.83673469387755,11.8163265306122,-24.2448979591837,-16.6734693877551,5.28571428571429
"new.6222",2022-02-10,"WEST MIDLANDS",-7.14285714285714,6.42857142857143,22.1428571428571,-25.5714285714286,-21.8571428571429,6.28571428571429,-9.55102040816327,3.42857142857143,9.02040816326531,-24.3061224489796,-16.7755102040816,5.3265306122449
"new.5915",2022-02-11,"WEST MIDLANDS",-6.42857142857143,6,22.5714285714286,-19.1428571428571,-21.1428571428571,6.14285714285714,-8.34693877551021,4.73469387755102,7.53061224489796,-24.0408163265306,-16.8979591836735,5.34693877551021
"new.5916",2022-02-12,"WEST MIDLANDS",-11,0.857142857142857,-4.28571428571429,-21.2857142857143,-7,2.85714285714286,-8.83673469387755,4.53061224489796,5.83673469387755,-23.9183673469388,-17,5.40816326530612
"new.5836",2022-02-13,"WEST MIDLANDS",-14.2857142857143,0.285714285714286,-27.7142857142857,-23.7142857142857,-4,3,-8.83673469387755,4.38775510204082,5.06122448979592,-23.6938775510204,-16.9387755102041,5.46938775510204
"new.5877",2022-02-14,"WEST MIDLANDS",-1.85714285714286,11.7142857142857,7.57142857142857,-24.2857142857143,-22.1428571428571,6.42857142857143,-8.6530612244898,4.77551020408164,4.91836734693877,-23.2244897959184,-16.8775510204082,5.44897959183673
"new.5878",2022-02-15,"WEST MIDLANDS",-11.4285714285714,3.14285714285714,7.14285714285714,-26.7142857142857,-21,6.71428571428571,-11.1836734693878,2.51020408163266,-1.12244897959184,-26.1836734693878,-17.7142857142857,6.12244897959184
"new.5839",2022-02-16,"WEST MIDLANDS",-9.71428571428571,2.28571428571429,8,-25.1428571428571,-21.4285714285714,6.85714285714286,-12.1428571428571,2.10204081632653,-3.81632653061225,-26.530612244898,-17.8775510204082,6.22448979591837
"new.5840",2022-02-17,"WEST MIDLANDS",-5.85714285714286,9.14285714285714,21.1428571428571,-22.2857142857143,-21.4285714285714,6.14285714285714,-12.7142857142857,0.75510204081633,-3.95918367346939,-26.7959183673469,-18.1020408163265,6.24489795918367
"new.5841",2022-02-18,"WEST MIDLANDS",-24.1428571428571,-9.85714285714286,-19.7142857142857,-39.8571428571429,-27,10.8571428571429,-13.6122448979592,-0.999999999999997,-3.61224489795919,-27.6734693877551,-19.7959183673469,6.53061224489796
"new.6231",2022-02-19,"WEST MIDLANDS",-17.7142857142857,-2,-23.1428571428571,-23.7142857142857,-8.14285714285714,3.57142857142857,-12.3061224489796,-0.816326530612241,0.200680272108842,-27.7755102040816,-21.2857142857143,6.59183673469388
"new.6232",2022-02-20,"WEST MIDLANDS",-18.2857142857143,-9.14285714285714,-28.7142857142857,-25.5714285714286,-5.57142857142857,3.14285714285714,-11.2244897959184,-0.87755102040816,3.4047619047619,-27.8979591836735,-22.8775510204082,6.61224489795918
"new.6242",2022-02-21,"WEST MIDLANDS",-8.14285714285714,-0.571428571428571,10,-30.4285714285714,-34,8.42857142857143,-10.8571428571429,-1.48979591836734,3.81292517006803,-28.6122448979592,-24.530612244898,6.79591836734694
"new.6235",2022-02-22,"WEST MIDLANDS",-2.28571428571429,4.42857142857143,33.8333333333333,-27.4285714285714,-31.4285714285714,7.14285714285714,-7.73469387755102,0.551020408163269,12.9557823129252,-25.734693877551,-25.3265306122449,6.12244897959184
"new.6236",2022-02-23,"WEST MIDLANDS",-2.14285714285714,1.85714285714286,30.4285714285714,-26,-32.5714285714286,7,-6.55102040816327,0.75510204081633,19.1394557823129,-25,-25.2244897959184,5.75510204081633
"new.6237",2022-02-24,"WEST MIDLANDS",-3.28571428571429,4.85714285714286,24,-27.2857142857143,-33,7.42857142857143,-4.59183673469388,2.12244897959184,28.7925170068027,-23.1428571428571,-24.6530612244898,5.30612244897959
"new.6238",2022-02-25,"WEST MIDLANDS",-2.28571428571429,4.42857142857143,44.2857142857143,-19.7142857142857,-32.5714285714286,6.14285714285714,-4.85714285714286,2.89795918367347,27.7517006802721,-22.5510204081633,-22.9387755102041,4.95918367346939
"new.6357",2022-02-26,"WEST MIDLANDS",-9.42857142857143,-0.571428571428571,20.1428571428571,-18.5714285714286,-7.42857142857143,1,-5.81632653061225,3.85714285714286,25.2993197278912,-22.4897959183673,-21.1836734693878,4.73469387755102
"new.6358",2022-02-27,"WEST MIDLANDS",-4.57142857142857,0.428571428571429,38.8571428571429,-12.5714285714286,-1.57142857142857,0,-7.55102040816327,3.85714285714286,20.0748299319728,-22.9795918367347,-19.5714285714286,4.63265306122449
"new.6359",2022-02-28,"WEST MIDLANDS",-10,4.85714285714286,2.71428571428571,-26.2857142857143,-22,6,-8.61224489795918,3.83673469387755,17.5034013605442,-23.1428571428571,-17.8571428571429,4.44897959183674
"new.6360",2022-03-01,"WEST MIDLANDS",-9,11.1428571428571,16.6666666666667,-27,-19.1428571428571,5.57142857142857,-9.51020408163265,3.85714285714286,13.4829931972789,-23.6938775510204,-16.1428571428571,4.3265306122449
"new.6361",2022-03-02,"WEST MIDLANDS",-14.2857142857143,1.85714285714286,-6.14285714285714,-29.4285714285714,-21.2857142857143,6.28571428571429,-9.46938775510204,4.06122448979592,12.4625850340136,-23.9591836734694,-16.0204081632653,4.36734693877551
"new.6362",2022-03-03,"WEST MIDLANDS",-10.7142857142857,4.71428571428571,6,-28.4285714285714,-21,6.14285714285714,-10,3.95918367346939,9.82993197278911,-24.8571428571429,-16.0612244897959,4.46938775510204
"new.6363",2022-03-04,"WEST MIDLANDS",-8.57142857142857,4.57142857142857,16.1428571428571,-23.5714285714286,-20.5714285714286,5.28571428571429,-10.0612244897959,3.75510204081633,12.1768707482993,-24.8979591836735,-15.8979591836735,4.36734693877551
"new.6364",2022-03-05,"WEST MIDLANDS",-9.14285714285714,0.857142857142857,13,-20.4285714285714,-6.57142857142857,1.28571428571429,-10.3061224489796,3.02040816326531,12.3469387755102,-25.1224489795918,-15.9183673469388,4.3265306122449
"new.6365",2022-03-06,"WEST MIDLANDS",-8.28571428571428,-0.285714285714286,20.4285714285714,-18.8571428571429,-1.85714285714286,0.714285714285714,-10,3.16326530612245,15,-25.0408163265306,-15.7755102040816,4.20408163265306
"new.6366",2022-03-07,"WEST MIDLANDS",-10.4285714285714,3.42857142857143,19.1428571428571,-26.5714285714286,-20.8571428571429,5.28571428571429,-10.0204081632653,3.28571428571429,17.0816326530612,-25.1020408163265,-15.734693877551,4.10204081632653
"new.6367",2022-03-08,"WEST MIDLANDS",-10.7142857142857,6,17.8571428571429,-28.5714285714286,-19.2857142857143,5.28571428571429,-11.0204081632653,2.73469387755102,14.8775510204082,-25.4081632653061,-15.8775510204082,4.24489795918367
"new.6368",2022-03-09,"WEST MIDLANDS",-12.1428571428571,2.85714285714286,12.4285714285714,-28.8571428571429,-20.2857142857143,5.42857142857143,-11.4285714285714,2.67346938775511,15.1020408163265,-25.9387755102041,-15.8775510204082,4.30612244897959
"new.6369",2022-03-10,"WEST MIDLANDS",-10.8571428571429,5.57142857142857,20.5714285714286,-28.8571428571429,-20.7142857142857,5.42857142857143,-11.9795918367347,2.53061224489796,13.7142857142857,-26.3265306122449,-16.1020408163265,4.38775510204082
"new.6370",2022-03-11,"WEST MIDLANDS",-15.5714285714286,0.714285714285714,0.714285714285714,-25.7142857142857,-21.5714285714286,6.28571428571429,-12.0612244897959,2.57142857142858,15.6938775510204,-26.4081632653061,-16.1224489795918,4.38775510204082
"new.6234",2022-03-12,"WEST MIDLANDS",-12,0.428571428571429,14.5714285714286,-24.1428571428571,-6.57142857142857,1.71428571428571,-12.1224489795918,2.3061224489796,16.8163265306122,-26.2040816326531,-16.1428571428571,4.40816326530612
"new.6289",2022-03-13,"WEST MIDLANDS",-12.1428571428571,-1.28571428571429,10.7142857142857,-21.5714285714286,-3.42857142857143,1.28571428571429,-12.9183673469388,1.59183673469388,14.0204081632653,-26.5714285714286,-16.3061224489796,4.61224489795918
"new.6290",2022-03-14,"WEST MIDLANDS",-11,3.71428571428571,33,-27.1428571428571,-21,5.28571428571429,-12.5510204081633,1.69387755102041,14.7959183673469,-26.4897959183673,-16.3877551020408,4.6530612244898
"new.6291",2022-03-15,"WEST MIDLANDS",-11.1428571428571,4.14285714285714,25.7142857142857,-27.1428571428571,-19.4285714285714,5.42857142857143,-11.6122448979592,1.95918367346939,20.1632653061224,-25.8367346938776,-16.4897959183673,4.48979591836735
"new.6081",2022-03-16,"WEST MIDLANDS",-17.7142857142857,-2.14285714285714,-7.14285714285714,-31.4285714285714,-21.4285714285714,6.85714285714286,-11.4489795918367,1.75510204081633,23.8979591836735,-24.8571428571429,-16.8163265306122,4.34693877551021
"new.6082",2022-03-17,"WEST MIDLANDS",-8.28571428571428,6.28571428571429,26,-28.2857142857143,-21.2857142857143,5.71428571428571,-10.8367346938776,1.91836734693878,28.3265306122449,-23.5102040816327,-17.0204081632653,4.16326530612245
"new.6083",2022-03-18,"WEST MIDLANDS",-9,2.57142857142857,38.2857142857143,-21.1428571428571,-22.2857142857143,5.14285714285714,-11.0204081632653,1.93877551020409,26.7959183673469,-23.530612244898,-17.1224489795918,4.26530612244898
"new.6084",2022-03-19,"WEST MIDLANDS",-10.8571428571429,-1,40.7142857142857,-17.2857142857143,-8.85714285714286,0.714285714285714,-10.7551020408163,2.14285714285715,28.8843537414966,-23.734693877551,-17.2244897959184,4.28571428571429
"new.6085",2022-03-20,"WEST MIDLANDS",-7.85714285714286,-0.142857142857143,41.7142857142857,-12.1428571428571,-4.85714285714286,0,-9.48979591836735,3.08163265306123,35.6666666666667,-23.2448979591837,-17.265306122449,4.06122448979592
"new.6086",2022-03-21,"WEST MIDLANDS",-12.2857142857143,3.85714285714286,22.2857142857143,-27.2857142857143,-21.7142857142857,6,-9.14285714285714,3.40816326530613,38.7074829931973,-23.0816326530612,-17.3877551020408,4
"new.6087",2022-03-22,"WEST MIDLANDS",-9.28571428571428,5.57142857142857,40.3333333333333,-28.5714285714286,-20.1428571428571,5.57142857142857,-8.46938775510204,4.46938775510204,40.1156462585034,-22.9591836734694,-17.469387755102,3.87755102040816
"new.6181",2022-03-23,"WEST MIDLANDS",-8.85714285714286,4.42857142857143,40.3333333333333,-28,-21.7142857142857,5.28571428571429,-7.89795918367347,6.44897959183674,41.6054421768707,-22.6122448979592,-17.4081632653061,3.69387755102041
"new.6182",2022-03-24,"WEST MIDLANDS",-5.85714285714286,8.57142857142857,47.2857142857143,-27.1428571428571,-22.1428571428571,5.28571428571429,-7.55102040816327,7.10204081632653,40.9115646258503,-21.8571428571429,-17.265306122449,3.55102040816327
"new.6183",2022-03-25,"WEST MIDLANDS",-4.28571428571429,10,48.1428571428571,-20.2857142857143,-22.8571428571429,4.28571428571429,-7.14285714285714,7.3265306122449,43.0544217687075,-21.5918367346939,-17.3469387755102,3.44897959183674
"new.6184",2022-03-26,"WEST MIDLANDS",-6.85714285714286,12.8571428571429,51.1428571428571,-14.8571428571429,-8.42857142857143,-0.571428571428571,-7.40816326530612,7.42857142857143,41.2721088435374,-21.6734693877551,-17.3877551020408,3.48979591836735
"new.6088",2022-03-27,"WEST MIDLANDS",-5.42857142857143,4.42857142857143,36.8571428571429,-6.85714285714286,-3.85714285714286,-1,-8.24489795918367,7.08163265306123,35.5714285714286,-22.1632653061224,-17.3877551020408,3.6734693877551
"new.6089",2022-03-28,"WEST MIDLANDS",-9.42857142857143,5.42857142857143,37.2857142857143,-25.4285714285714,-22.2857142857143,5.28571428571429,-8.85714285714286,6.73469387755102,30.1428571428571,-22.5714285714286,-17.3673469387755,3.79591836734694
"new.6090",2022-03-29,"WEST MIDLANDS",-11.1428571428571,6.28571428571429,27.8571428571429,-29.1428571428571,-20.4285714285714,5.85714285714286,-9.73469387755102,5.91836734693878,25.3265306122449,-23,-17.1428571428571,3.95918367346939
"new.5891",2022-03-30,"WEST MIDLANDS",-14.7142857142857,2,0.428571428571428,-31.4285714285714,-21.7142857142857,6.57142857142857,-10.2448979591837,4.34693877551021,19.3673469387755,-23.7755102040816,-17.1632653061225,4.20408163265306
"new.5892",2022-03-31,"WEST MIDLANDS",-10.1428571428571,6.14285714285714,9.28571428571429,-30,-22,6.14285714285714,-10.5714285714286,3.91836734693878,17.3877551020408,-25.2040816326531,-17.2040816326531,4.48979591836735
"new.5893",2022-04-01,"WEST MIDLANDS",-10.4285714285714,4.28571428571429,14.4285714285714,-23.2857142857143,-21.2857142857143,5.42857142857143,-11.1632653061225,3.77551020408164,13.5102040816327,-25.4285714285714,-17.0204081632653,4.55102040816327
"new.5894",2022-04-02,"WEST MIDLANDS",-10.4285714285714,1.85714285714286,9.42857142857143,-20.2857142857143,-8.57142857142857,1.14285714285714,-11.1224489795918,3.91836734693878,12.9795918367347,-25.2244897959184,-16.8367346938776,4.51020408163265
"new.5895",2022-04-03,"WEST MIDLANDS",-7.71428571428571,1.42857142857143,23,-16.8571428571429,-4.14285714285714,1,-10.8775510204082,4.20408163265306,14.0408163265306,-24.7959183673469,-16.7551020408163,4.40816326530612
"new.5896",2022-04-04,"WEST MIDLANDS",-13.5714285714286,4.42857142857143,10.1428571428571,-27,-21,5.71428571428571,-10.9795918367347,4.3061224489796,14.1020408163265,-24.3265306122449,-16.6326530612245,4.38775510204082
"new.5897",2022-04-05,"WEST MIDLANDS",-10.8571428571429,7.28571428571429,24.1428571428571,-27.7142857142857,-19.1428571428571,5.57142857142857,-10.4285714285714,4.93877551020409,16.4489795918367,-23.3469387755102,-16.7142857142857,4.28571428571429
"new.5898",2022-04-06,"WEST MIDLANDS",-13,4,7.85714285714286,-28.4285714285714,-21.1428571428571,5.85714285714286,-10.530612244898,5.3265306122449,17.5510204081633,-22.3877551020408,-16.6122448979592,4.26530612244898
"new.5899",2022-04-07,"WEST MIDLANDS",-10.8571428571429,6.85714285714286,9.71428571428571,-26.7142857142857,-21.1428571428571,6,-10.1020408163265,5.6530612244898,19.8367346938775,-21.3265306122449,-16.3877551020408,4.12244897959184
"new.5900",2022-04-08,"WEST MIDLANDS",-6.57142857142857,8.71428571428571,30.8571428571429,-16.4285714285714,-21.8571428571429,4.71428571428571,-8.53061224489796,6.26530612244898,25.1632653061224,-20.6938775510204,-17.9183673469388,4.14285714285714
"new.5901",2022-04-09,"WEST MIDLANDS",-11.1428571428571,4.57142857142857,17.1428571428571,-13.5714285714286,-7.85714285714286,1,-7.91836734693878,6.38775510204082,24.0204081632653,-20.9795918367347,-19.5918367346939,4.42857142857143
"new.5902",2022-04-10,"WEST MIDLANDS",-4.71428571428571,3.71428571428571,39,-9.42857142857143,-2.57142857142857,0,-6.59183673469388,6.95918367346939,27.8367346938776,-20.8367346938776,-21.2040816326531,4.53061224489796
"new.5903",2022-04-11,"WEST MIDLANDS",-2.57142857142857,8.71428571428571,47.4285714285714,-22.5714285714286,-31.7142857142857,5.85714285714286,-3.93877551020408,9.06122448979592,35.9183673469388,-19.3877551020408,-23.1020408163265,4.34693877551021
"new.5904",2022-04-12,"WEST MIDLANDS",-6.57142857142857,8.14285714285714,16.1428571428571,-29.7142857142857,-30.8571428571429,7.57142857142857,-3.3265306122449,8.08163265306123,46.6292517006803,-20.5714285714286,-29.265306122449,5.24489795918367
"new.5905",2022-04-13,"WEST MIDLANDS",-3.71428571428571,8,34.5714285714286,-27.4285714285714,-32.4285714285714,6.57142857142857,-4.20408163265306,8.34693877551021,52.8741496598639,-20.8367346938776,-30.6938775510204,5.12244897959184
"new.5906",2022-04-14,"WEST MIDLANDS",7.71428571428571,21.5714285714286,66.2857142857143,-16.5714285714286,-34.4285714285714,4.71428571428571,-8.16326530612245,1.48979591836735,57.3027210884354,-21.8367346938776,-33,5.06122448979592
"new.5907",2022-04-15,"WEST MIDLANDS",-2.28571428571429,1.85714285714286,105.833333333333,-24.7142857142857,-65,11,-7.61224489795919,-0.285714285714282,65.9081632653061,-23.0612244897959,-38.9387755102041,6.12244897959184
"new.6021",2022-04-16,"WEST MIDLANDS",-17.2857142857143,6.42857142857143,60.8571428571429,-15.4285714285714,-17.8571428571429,0.142857142857143,-7.63265306122449,-0.081632653061221,70.0102040816327,-22.4897959183673,-39.5102040816327,6.02040816326531
"new.6022",2022-04-17,"WEST MIDLANDS",-32.4285714285714,-44.2857142857143,70,-16.4285714285714,-18.7142857142857,-0.428571428571429,-7.83673469387755,-0.673469387755099,73.7142857142857,-22.530612244898,-39.6122448979592,5.95918367346939
"new.6023",2022-04-18,"WEST MIDLANDS",1.28571428571429,-3.71428571428571,107.666666666667,-31.1428571428571,-73.2857142857143,13.2857142857143,-9.28571428571429,-2.6734693877551,74.2925170068027,-23.8775510204082,-39.3469387755102,6.10204081632653
"new.6024",2022-04-19,"WEST MIDLANDS",-6.71428571428571,9.57142857142857,44.8571428571429,-25.7142857142857,-34.8571428571429,6.85714285714286,-10.0408163265306,-2.22448979591836,65.6224489795918,-23.2040816326531,-34.6938775510204,5.30612244897959
"new.6091",2022-04-20,"WEST MIDLANDS",-5.14285714285714,3.85714285714286,60.5,-27.7142857142857,-33.1428571428571,6.14285714285714,-9.42857142857143,-2.73469387755102,60.234693877551,-23.0612244897959,-33.3061224489796,5.34693877551021
"new.6092",2022-04-21,"WEST MIDLANDS",-2.42857142857143,7.57142857142857,70.3333333333333,-26,-32.5714285714286,5.71428571428571,-5.73469387755102,3.89795918367347,56.7244897959184,-21.5714285714286,-31.0816326530612,5.38775510204082
"new.6093",2022-04-22,"WEST MIDLANDS",-7.57142857142857,5,45.1428571428571,-20,-32.4285714285714,5.42857142857143,-6.91836734693878,5.57142857142858,46.0578231292517,-20.265306122449,-23.4285714285714,4.08163265306123
"new.6094",2022-04-23,"WEST MIDLANDS",-13,2.85714285714286,23.1428571428571,-14.4285714285714,-8.14285714285714,0.428571428571429,-6.89795918367347,5.6530612244898,44.608843537415,-20,-20.8367346938776,3.69387755102041
"new.6095",2022-04-24,"WEST MIDLANDS",-6.57142857142857,2.14285714285714,45.4285714285714,-6,-3.14285714285714,-0.142857142857143,-7.06122448979592,6.22448979591837,39.3537414965986,-19.3877551020408,-18.7142857142857,3.38775510204082
"new.6096",2022-04-25,"WEST MIDLANDS",-7,8,33,-22,-19.7142857142857,4.14285714285714,-7.18367346938776,6.83673469387755,33.1020408163265,-18.7551020408163,-16.7142857142857,3.10204081632653
"new.6097",2022-04-26,"WEST MIDLANDS",-6.57142857142857,10.1428571428571,34.7142857142857,-23.8571428571429,-16.7142857142857,4.14285714285714,-6.24489795918367,7.85714285714286,33.1020408163265,-17.5918367346939,-14.8571428571429,2.6734693877551
"new.6098",2022-04-27,"WEST MIDLANDS",-6.28571428571429,7.85714285714286,23.7142857142857,-23.4285714285714,-18.2857142857143,4,-5.02040816326531,8.42857142857143,36.7959183673469,-16.6326530612245,-14.6734693877551,2.44897959183674
"new.6031",2022-04-28,"WEST MIDLANDS",-3.28571428571429,11.8571428571429,26.5714285714286,-21.5714285714286,-18.5714285714286,3.71428571428571,-3.53061224489796,8.61224489795919,32.8163265306122,-17.9795918367347,-14.7142857142857,2.40816326530612
"new.6032",2022-04-29,"WEST MIDLANDS",-1,12.1428571428571,45.1428571428571,-11.8571428571429,-19.4285714285714,2.42857142857143,-1.57142857142857,7.08163265306123,43.6496598639456,-19.6530612244898,-22,3.69387755102041
"new.6033",2022-04-30,"WEST MIDLANDS",-4.42857142857143,6.85714285714286,49,-7.71428571428571,-6.85714285714286,-1.14285714285714,-1.48979591836735,7.59183673469388,42.2210884353741,-19.2244897959184,-22.2244897959184,3.6734693877551
"new.6034",2022-05-01,"WEST MIDLANDS",3.85714285714286,3.42857142857143,17.5714285714286,-15.4285714285714,-3.42857142857143,-0.428571428571429,-1.59183673469388,7.46938775510205,40.4863945578231,-19.2244897959184,-22.2857142857143,3.69387755102041
"new.5964",2022-05-02,"WEST MIDLANDS",6.71428571428571,-2.71428571428571,108.833333333333,-33.7142857142857,-70.7142857142857,13.1428571428571,-0.979591836734695,7.34693877551021,43.6700680272109,-19.1836734693878,-22.3469387755102,3.63265306122449
"new.5965",2022-05-03,"WEST MIDLANDS",-6,13.7142857142857,24.7142857142857,-20.8571428571429,-18.2857142857143,4,-1.87755102040816,6.75510204081633,41.4251700680272,-19.8979591836735,-22.265306122449,3.71428571428571
"new.5966",2022-05-04,"WEST MIDLANDS",-7,7,11.5714285714286,-23.4285714285714,-18.7142857142857,4.14285714285714,-2.22448979591837,6.55102040816327,40.5272108843537,-20.7551020408163,-22,3.73469387755102
"new.5967",2022-05-05,"WEST MIDLANDS",1,11,48.8571428571429,-21.2857142857143,-19,3.28571428571429,-3.08163265306123,6.91836734693878,44.2210884353741,-19.265306122449,-21.4081632653061,3.6530612244898
"new.5928",2022-05-06,"WEST MIDLANDS",-7.28571428571429,8,29.4285714285714,-16.8571428571429,-18.8571428571429,3,-4.93877551020408,8.48979591836735,33.530612244898,-17.469387755102,-13.9795918367347,2.26530612244898
"new.5929",2022-05-07,"WEST MIDLANDS",-6.85714285714286,5.42857142857143,42.7142857142857,-13.7142857142857,-5,-1,NA,NA,NA,NA,NA,NA
"new.5930",2022-05-08,"WEST MIDLANDS",-2.14285714285714,6,43.4285714285714,-5,0.714285714285714,-1,NA,NA,NA,NA,NA,NA
"new.5931",2022-05-09,"WEST MIDLANDS",-6.28571428571429,8.28571428571428,34,-21.1428571428571,-18.7142857142857,3.42857142857143,NA,NA,NA,NA,NA,NA
"new.6737",2020-02-15,"YORKSHIRE AND THE HUMBER",-8.875,-6,-34.5,-7.375,-3.625,2.125,NA,NA,NA,NA,NA,NA
"new.6738",2020-02-16,"YORKSHIRE AND THE HUMBER",-1,-4,-23.625,-1.75,-2.125,1,NA,NA,NA,NA,NA,NA
"new.6739",2020-02-17,"YORKSHIRE AND THE HUMBER",10.875,-0.25,21.25,-0.125,-14.625,2.125,NA,NA,NA,NA,NA,NA
"new.6819",2020-02-18,"YORKSHIRE AND THE HUMBER",12,-0.75,26.5,2.125,-14,2.375,5.35714285714286,-2.17857142857143,1.96428571428571,-1.23214285714286,-11.5178571428571,2.23214285714286
"new.6820",2020-02-19,"YORKSHIRE AND THE HUMBER",10,-1.625,17.125,-1,-14.625,2.25,6.48214285714286,-1.5,5.78571428571429,0.285714285714286,-11.2857142857143,2.01785714285714
"new.6813",2020-02-20,"YORKSHIRE AND THE HUMBER",8.25,-1.625,3,-2.125,-15.625,3,6.91071428571429,-0.964285714285714,8.33928571428571,1.73214285714286,-11.0178571428571,1.85459183673469
"new.6814",2020-02-21,"YORKSHIRE AND THE HUMBER",6.25,-1,4,1.625,-16,2.75,4.60714285714286,-1.23214285714286,3.30357142857143,1.67857142857143,-9.35714285714286,1.81887755102041
"new.6815",2020-02-22,"YORKSHIRE AND THE HUMBER",-1,-1.25,-7.75,3.25,-2,0.625,3.01785714285714,-0.428571428571429,-0.0357142857142857,1.80357142857143,-7.19642857142857,1.55102040816327
"new.6816",2020-02-23,"YORKSHIRE AND THE HUMBER",2,-0.25,-5.75,8.375,-0.25,-0.142857142857143,1.76785714285714,-0.321428571428571,-1.73214285714286,2.16071428571429,-5.01785714285714,1.24744897959184
"new.6817",2020-02-24,"YORKSHIRE AND THE HUMBER",-5.25,-2.125,-14,-0.5,-3,1.875,1.08928571428571,0.160714285714286,-1.64285714285714,2.75,-2.71428571428571,0.854591836734694
"new.6818",2020-02-25,"YORKSHIRE AND THE HUMBER",0.875,4.875,3.125,3,1.125,0.5,0.107142857142857,0.428571428571429,-4.875,2.67857142857143,-0.446428571428571,0.586734693877551
