"","week","week_start_date","region","type_mobility","mobility_av"
"results.421",61,2020-03-04,"Yorkshire and the Humber","grocery_pharmacy",-11.6964285714286
"results.422",61,2020-03-04,"Yorkshire and the Humber","parks",4.23214285714286
"results.423",61,2020-03-04,"Yorkshire and the Humber","transit_stations",-48.2678571428571
"results.424",61,2020-03-04,"Yorkshire and the Humber","workplaces",-37.7857142857143
"results.425",61,2020-03-04,"Yorkshire and the Humber","residential",14.2857142857143
"results.426",61,2020-03-04,"Yorkshire and the Humber","retail_recreation_av",-38.4872448979592
"results.427",61,2020-03-04,"Yorkshire and the Humber","grocery_pharmacy_av",-9.89132653061224
"results.428",61,2020-03-04,"Yorkshire and the Humber","parks_av",25.1041059280855
"results.429",61,2020-03-04,"Yorkshire and the Humber","transit_stations_av",-37.7602040816327
"results.430",61,2020-03-04,"Yorkshire and the Humber","workplaces_av",-34.920918367347
"results.431",61,2020-03-04,"Yorkshire and the Humber","residential_av",11.7882653061224
"results.432",62,2020-03-11,"East","retail_recreation",-49.3142857142857
"results.433",62,2020-03-11,"East","grocery_pharmacy",-11.0571428571429
"results.434",62,2020-03-11,"East","parks",21.4914965986395
"results.435",62,2020-03-11,"East","transit_stations",-55.5571428571429
"results.436",62,2020-03-11,"East","workplaces",-35.9142857142857
"results.437",62,2020-03-11,"East","residential",15.2142857142857
"results.438",62,2020-03-11,"East","retail_recreation_av",-31.3387755102041
"results.439",62,2020-03-11,"East","grocery_pharmacy_av",-10.4108843537415
"results.440",62,2020-03-11,"East","parks_av",47.7777453838678
"results.441",62,2020-03-11,"East","transit_stations_av",-39.8913265306122
"results.442",62,2020-03-11,"East","workplaces_av",-33.0530612244898
"results.443",62,2020-03-11,"East","residential_av",11.2947845804989
"results.444",62,2020-03-11,"East Midlands","retail_recreation",-51.6329365079365
"results.445",62,2020-03-11,"East Midlands","grocery_pharmacy",-8.60714285714286
"results.446",62,2020-03-11,"East Midlands","parks",29.6607142857143
"results.447",62,2020-03-11,"East Midlands","transit_stations",-50.3035714285714
"results.448",62,2020-03-11,"East Midlands","workplaces",-36.1428571428571
"results.449",62,2020-03-11,"East Midlands","residential",14.1428571428571
"results.450",62,2020-03-11,"East Midlands","retail_recreation_av",-33.7335600907029
"results.451",62,2020-03-11,"East Midlands","grocery_pharmacy_av",-9.9030612244898
"results.452",62,2020-03-11,"East Midlands","parks_av",42.8498542274052
"results.453",62,2020-03-11,"East Midlands","transit_stations_av",-36.2040816326531
"results.454",62,2020-03-11,"East Midlands","workplaces_av",-32.5337301587302
"results.455",62,2020-03-11,"East Midlands","residential_av",10.4098639455782
"results.456",62,2020-03-11,"London","retail_recreation",-63.2857142857143
"results.457",62,2020-03-11,"London","grocery_pharmacy",-16.1428571428571
"results.458",62,2020-03-11,"London","parks",8.42857142857143
"results.459",62,2020-03-11,"London","transit_stations",-64.2857142857143
"results.460",62,2020-03-11,"London","workplaces",-50
"results.461",62,2020-03-11,"London","residential",19.8571428571429
"results.462",62,2020-03-11,"London","retail_recreation_av",-46.5714285714286
"results.463",62,2020-03-11,"London","grocery_pharmacy_av",-15.7142857142857
"results.464",62,2020-03-11,"London","parks_av",14.6938775510204
"results.465",62,2020-03-11,"London","transit_stations_av",-51.6938775510204
"results.466",62,2020-03-11,"London","workplaces_av",-43.8775510204082
"results.467",62,2020-03-11,"London","residential_av",15.2244897959184
"results.468",62,2020-03-11,"North East","retail_recreation",-49
"results.469",62,2020-03-11,"North East","grocery_pharmacy",-5.89285714285714
"results.470",62,2020-03-11,"North East","parks",21.1428571428571
"results.471",62,2020-03-11,"North East","transit_stations",-48.7321428571429
"results.472",62,2020-03-11,"North East","workplaces",-33.1071428571429
"results.473",62,2020-03-11,"North East","residential",12.7729591836735
"results.474",62,2020-03-11,"North East","retail_recreation_av",-30.9311224489796
"results.475",62,2020-03-11,"North East","grocery_pharmacy_av",-8.14455782312924
"results.476",62,2020-03-11,"North East","parks_av",41.9945092322643
"results.477",62,2020-03-11,"North East","transit_stations_av",-32.1020408163265
"results.478",62,2020-03-11,"North East","workplaces_av",-29.6938775510204
"results.479",62,2020-03-11,"North East","residential_av",9.24331875607385
"results.480",62,2020-03-11,"North West","retail_recreation",-49.2142857142857
"results.481",62,2020-03-11,"North West","grocery_pharmacy",-7.2
"results.482",62,2020-03-11,"North West","parks",28.7777777777778
"results.483",62,2020-03-11,"North West","transit_stations",-48.8428571428571
"results.484",62,2020-03-11,"North West","workplaces",-36.3714285714286
"results.485",62,2020-03-11,"North West","residential",13.7857142857143
"results.486",62,2020-03-11,"North West","retail_recreation_av",-29.7802721088435
"results.487",62,2020-03-11,"North West","grocery_pharmacy_av",-9.33556851311953
"results.488",62,2020-03-11,"North West","parks_av",42.8201328150308
"results.489",62,2020-03-11,"North West","transit_stations_av",-32.6238095238095
"results.490",62,2020-03-11,"North West","workplaces_av",-32.3020408163265
"results.491",62,2020-03-11,"North West","residential_av",10.2227891156463
"results.492",62,2020-03-11,"South East","retail_recreation",-52.0375939849624
"results.493",62,2020-03-11,"South East","grocery_pharmacy",-12.1804511278195
"results.494",62,2020-03-11,"South East","parks",22.3691760037348
"results.495",62,2020-03-11,"South East","transit_stations",-57.2105263157895
"results.496",62,2020-03-11,"South East","workplaces",-42.0827067669173
"results.497",62,2020-03-11,"South East","residential",17.0329991645781
"results.498",62,2020-03-11,"South East","retail_recreation_av",-33.5772466881489
"results.499",62,2020-03-11,"South East","grocery_pharmacy_av",-12.0610291963676
"results.500",62,2020-03-11,"South East","parks_av",35.9706987431564
"results.501",62,2020-03-11,"South East","transit_stations_av",-40.5185668252263
"results.502",62,2020-03-11,"South East","workplaces_av",-37.5821697099893
"results.503",62,2020-03-11,"South East","residential_av",12.6962789627129
"results.504",62,2020-03-11,"South West","retail_recreation",-52.3956043956044
"results.505",62,2020-03-11,"South West","grocery_pharmacy",-10.1648351648352
"results.506",62,2020-03-11,"South West","parks",36.4642857142857
"results.507",62,2020-03-11,"South West","transit_stations",-50.3516483516483
"results.508",62,2020-03-11,"South West","workplaces",-38.4175824175824
"results.509",62,2020-03-11,"South West","residential",14.967032967033
"results.510",62,2020-03-11,"South West","retail_recreation_av",-30.7915576487005
"results.511",62,2020-03-11,"South West","grocery_pharmacy_av",-9.13704866562009
"results.512",62,2020-03-11,"South West","parks_av",59.0679851894138
"results.513",62,2020-03-11,"South West","transit_stations_av",-31.4460143031572
"results.514",62,2020-03-11,"South West","workplaces_av",-34.3045525902669
"results.515",62,2020-03-11,"South West","residential_av",11.0263274140825
"results.516",62,2020-03-11,"West Midlands","retail_recreation",-49.0816326530612
"results.517",62,2020-03-11,"West Midlands","grocery_pharmacy",-9.89795918367347
"results.518",62,2020-03-11,"West Midlands","parks",21.2585034013606
"results.519",62,2020-03-11,"West Midlands","transit_stations",-52.265306122449
"results.520",62,2020-03-11,"West Midlands","workplaces",-33.5102040816327
"results.521",62,2020-03-11,"West Midlands","residential",13.8571428571429
"results.522",62,2020-03-11,"West Midlands","retail_recreation_av",-31.4791059280855
"results.523",62,2020-03-11,"West Midlands","grocery_pharmacy_av",-10.4829931972789
"results.524",62,2020-03-11,"West Midlands","parks_av",37.803498542274
"results.525",62,2020-03-11,"West Midlands","transit_stations_av",-33.9393586005831
"results.526",62,2020-03-11,"West Midlands","workplaces_av",-31.204081632653
"results.527",62,2020-03-11,"West Midlands","residential_av",10.2327502429543
"results.528",62,2020-03-11,"Yorkshire and the Humber","retail_recreation",-51.1071428571429
"results.529",62,2020-03-11,"Yorkshire and the Humber","grocery_pharmacy",-7.83928571428571
"results.530",62,2020-03-11,"Yorkshire and the Humber","parks",11.9107142857143
"results.531",62,2020-03-11,"Yorkshire and the Humber","transit_stations",-45.3392857142857
"results.532",62,2020-03-11,"Yorkshire and the Humber","workplaces",-35.5178571428571
"results.533",62,2020-03-11,"Yorkshire and the Humber","residential",13.375
"results.534",62,2020-03-11,"Yorkshire and the Humber","retail_recreation_av",-30.2627551020408
"results.535",62,2020-03-11,"Yorkshire and the Humber","grocery_pharmacy_av",-8.34098639455782
"results.536",62,2020-03-11,"Yorkshire and the Humber","parks_av",40.6197764820214
"results.537",62,2020-03-11,"Yorkshire and the Humber","transit_stations_av",-30.3301020408163
"results.538",62,2020-03-11,"Yorkshire and the Humber","workplaces_av",-31.469387755102
"results.539",62,2020-03-11,"Yorkshire and the Humber","residential_av",9.68899416909623
"results.540",32,2020-03-18,"East","retail_recreation",-16.9428571428571
"results.541",32,2020-03-18,"East","grocery_pharmacy",-11.6571428571429
"results.542",32,2020-03-18,"East","parks",124.265306122449
"results.543",32,2020-03-18,"East","transit_stations",-33.7285714285714
"results.544",32,2020-03-18,"East","workplaces",-35.2571428571429
"results.545",32,2020-03-18,"East","residential",8.87936507936508
"results.546",32,2020-03-18,"East","retail_recreation_av",-27.2489795918367
"results.547",32,2020-03-18,"East","grocery_pharmacy_av",-10.6884353741497
"results.548",32,2020-03-18,"East","parks_av",55.0713313896987
"results.549",32,2020-03-18,"East","transit_stations_av",-37.7209183673469
"results.550",32,2020-03-18,"East","workplaces_av",-32.4204081632653
"results.551",32,2020-03-18,"East","residential_av",10.4835600907029
"results.552",32,2020-03-18,"East Midlands","retail_recreation",-21.4107142857143
"results.553",32,2020-03-18,"East Midlands","grocery_pharmacy",-12.8214285714286
"results.554",32,2020-03-18,"East Midlands","parks",99.4753401360546
"results.555",32,2020-03-18,"East Midlands","transit_stations",-31.4285714285714
"results.556",32,2020-03-18,"East Midlands","workplaces",-35.3214285714286
"results.557",32,2020-03-18,"East Midlands","residential",8.01785714285714
"results.558",32,2020-03-18,"East Midlands","retail_recreation_av",-29.6210317460318
"results.559",32,2020-03-18,"East Midlands","grocery_pharmacy_av",-10.6459750566894
"results.560",32,2020-03-18,"East Midlands","parks_av",47.9760689990282
"results.561",32,2020-03-18,"East Midlands","transit_stations_av",-34.4923469387755
"results.562",32,2020-03-18,"East Midlands","workplaces_av",-32.0898526077097
"results.563",32,2020-03-18,"East Midlands","residential_av",9.58588435374149
"results.564",32,2020-03-18,"London","retail_recreation",-40.7142857142857
"results.565",32,2020-03-18,"London","grocery_pharmacy",-19.2857142857143
"results.566",32,2020-03-18,"London","parks",47
"results.567",32,2020-03-18,"London","transit_stations",-53.2857142857143
"results.568",32,2020-03-18,"London","workplaces",-46
"results.569",32,2020-03-18,"London","residential",12.4285714285714
"results.570",32,2020-03-18,"London","retail_recreation_av",-44.2857142857143
"results.571",32,2020-03-18,"London","grocery_pharmacy_av",-16.7959183673469
"results.572",32,2020-03-18,"London","parks_av",16.1632653061225
"results.573",32,2020-03-18,"London","transit_stations_av",-51.1020408163265
"results.574",32,2020-03-18,"London","workplaces_av",-42.4897959183673
"results.575",32,2020-03-18,"London","residential_av",14.0816326530612
"results.576",32,2020-03-18,"North East","retail_recreation",-14.8571428571429
"results.577",32,2020-03-18,"North East","grocery_pharmacy",-10.4642857142857
"results.578",32,2020-03-18,"North East","parks",127.178571428571
"results.579",32,2020-03-18,"North East","transit_stations",-19.5
"results.580",32,2020-03-18,"North East","workplaces",-31.25
"results.581",32,2020-03-18,"North East","residential",6.60119047619048
"results.582",32,2020-03-18,"North East","retail_recreation_av",-26.1326530612245
"results.583",32,2020-03-18,"North East","grocery_pharmacy_av",-8.95408163265306
"results.584",32,2020-03-18,"North East","parks_av",49.1601554907677
"results.585",32,2020-03-18,"North East","transit_stations_av",-28.4591836734694
"results.586",32,2020-03-18,"North East","workplaces_av",-29.2172011661807
"results.587",32,2020-03-18,"North East","residential_av",8.51251214771623
"results.588",32,2020-03-18,"North West","retail_recreation",-12.3571428571429
"results.589",32,2020-03-18,"North West","grocery_pharmacy",-11.8571428571429
"results.590",32,2020-03-18,"North West","parks",100.925170068027
"results.591",32,2020-03-18,"North West","transit_stations",-21.4714285714286
"results.592",32,2020-03-18,"North West","workplaces",-33.3428571428571
"results.593",32,2020-03-18,"North West","residential",8.01666666666667
"results.594",32,2020-03-18,"North West","retail_recreation_av",-24.7240038872692
"results.595",32,2020-03-18,"North West","grocery_pharmacy_av",-10.3201166180758
"results.596",32,2020-03-18,"North West","parks_av",49.7183754454163
"results.597",32,2020-03-18,"North West","transit_stations_av",-28.2571428571429
"results.598",32,2020-03-18,"North West","workplaces_av",-31.2489795918367
"results.599",32,2020-03-18,"North West","residential_av",9.47942176870749
"results.600",32,2020-03-18,"South East","retail_recreation",-18.1353383458647
"results.601",32,2020-03-18,"South East","grocery_pharmacy",-13.1127819548872
"results.602",32,2020-03-18,"South East","parks",92.8691579195782
"results.603",32,2020-03-18,"South East","transit_stations",-30.8796992481203
"results.604",32,2020-03-18,"South East","workplaces",-38.9548872180451
"results.605",32,2020-03-18,"South East","residential",9.96278195488721
"results.606",32,2020-03-18,"South East","retail_recreation_av",-28.797171500179
"results.607",32,2020-03-18,"South East","grocery_pharmacy_av",-11.924714383361
"results.608",32,2020-03-18,"South East","parks_av",43.1394460251808
"results.609",32,2020-03-18,"South East","transit_stations_av",-35.898879852693
"results.610",32,2020-03-18,"South East","workplaces_av",-36.0042964554243
"results.611",32,2020-03-18,"South East","residential_av",11.6036793664834
"results.612",32,2020-03-18,"South West","retail_recreation",-9.16483516483516
"results.613",32,2020-03-18,"South West","grocery_pharmacy",-6.34065934065934
